Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Periodicidad,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000875,Pendiente,2023-11-24,No,Amy Griffin,PROD866,Pull,PRC7478,Give,0.801,CLP,530.28,72.33,457.95,1.1325,EUR,460.13,538.62,Online,451.88,3.98,6.41,CLP,3.23,0.06,0.97,James Stevens,App,SRC-4735,SCK-1067,PayPal,Único,Único,1,1,2024-06-05,CUP-4499,3,3,Kristy Williams,savery@example.com,Libyan Arab Jamahiriya,+1-278-580-3024x9230,34187155-0,26187,North Kimberly,Iowa,54313 Fitzgerald Coves,Sarah Ports,9897,,@laura04
TRX000876,Pendiente,2023-03-09,No,Shannon Kerr,PROD378,Offer,PRC8208,Box,0.978,EUR,251.59,31.16,220.43,0.9517,EUR,225.63,262.42,Marketplace,213.7,2.45,7.81,CLP,2.67,0.36,0.61,,App,SRC-9875,SCK-9973,PayPal,Único,Único,1,1,2021-06-08,CUP-2927,24,4,Lisa Thomas,nicolegraves@example.net,Tanzania,+1-663-891-0620,78630381-6,76365,New Karenside,Montana,76986 Nelson Harbor Apt. 185,Bobby Junctions,8799,Apto. 31,@elizabeth72
TRX000877,Pendiente,2022-01-17,Sí,Crystal Doyle,PROD405,Mother,PRC2844,Skin,0.9383,EUR,1286.29,138.97,1147.32,1.0375,BRL,1153.14,1286.34,Online,1139.64,103.03,6.45,CLP,41.86,1.32,22.79,,Redes sociales,SRC-0872,SCK-5842,Efectivo,Recurrente,Anual,4,5,2025-07-25,CUP-0227,30,3,Tammy White,eric52@example.com,Slovakia (Slovak Republic),001-423-811-4341x6638,77597277-7,14866,Richardstad,Illinois,5740 Sparks Fort Suite 869,Davis Square,3939,,
TRX000878,Completada,2021-11-18,No,Rachel Mendez,PROD376,Other,PRC8992,Better,0.9236,BRL,3667.99,393.07,3274.92,1.0136,EUR,3278.57,3675.04,Presencial,3265.3,40.41,30.55,USD,39.46,3.77,5.71,Karen Lee,Tienda física,SRC-0539,SCK-0811,PayPal,Recurrente,Anual,6,9,2024-05-14,CUP-0077,26,5,Valerie Wilson,jessicaharris@example.net,El Salvador,298-370-3225,93392274-4,48886,Donnastad,Washington,7278 Fletcher Villages Apt. 447,Nielsen Club,5637,Apto. 32,
TRX000879,Cancelada,2022-09-16,Sí,Timothy Grant,PROD895,Listen,PRC4168,Outside,0.9642,USD,806.6,112.04,694.56,0.8854,EUR,702.43,807.49,Presencial,685.46,92.81,31.5,CLP,22.23,5.58,6.04,,Redes sociales,SRC-9420,SCK-6137,Tarjeta de crédito,Recurrente,Anual,5,12,2023-04-09,CUP-8237,21,5,Rodney Anderson,rhondastephens@example.net,Tokelau,001-779-309-1281x21263,56710262-2,93481,Katelynville,Rhode Island,56284 Hall Spring,Lauren Ferry,8015,,
TRX000880,Pendiente,2024-11-05,No,Alyssa Kline,PROD137,Trial,PRC3009,Computer,0.9846,USD,340.91,58.48,282.43,1.0434,BRL,292.38,352.35,Online,277.25,2.17,9.39,CLP,0.85,0.35,1.36,,Web,SRC-5200,SCK-4320,Tarjeta de crédito,Único,Único,1,1,2023-11-10,CUP-1828,23,1,Autumn Carter,bbarrett@example.net,Lao People's Democratic Republic,730.331.7294x09937,37684814-1,93953,Simpsonville,Oklahoma,1920 Braun Summit Suite 538,Davis Port,6279,Apto. 30,
TRX000881,Completada,2021-09-28,No,Jamie Roberts,PROD692,Result,PRC4872,Hand,1.0658,BRL,3167.83,504.91,2662.92,0.9781,USD,2666.05,3186.71,Presencial,2656.12,47.74,84.44,USD,48.69,5.84,5.76,,Tienda física,SRC-9340,SCK-1075,Efectivo,Recurrente,Anual,1,8,2024-10-31,CUP-8799,14,2,Charles Sheppard,thomas50@example.org,United States of America,(759)631-2272,49550307-9,42076,West John,Nevada,2396 Estrada Pike Apt. 907,Shannon Lodge,2177,,@amymorales
TRX000882,Completada,2021-05-03,No,Lisa Evans,PROD977,Politics,PRC6077,Run,0.866,EUR,548.96,65.11,483.85,1.1902,USD,484.91,555.87,Presencial,481.91,0.07,2.72,BRL,4.33,0.92,0.63,,Redes sociales,SRC-9073,SCK-7229,Efectivo,Único,Único,1,1,2025-05-02,CUP-1764,30,3,Claudia Jones,kevin02@example.net,Belgium,+1-456-450-5848x414,83560229-3,47229,North Elizabethport,North Carolina,69380 Ryan Lock Apt. 704,Matthew Square,8523,,
TRX000883,Cancelada,2020-12-15,Sí,Corey Kim,PROD499,Knowledge,PRC1412,Woman,1.0055,EUR,414.99,79.54,335.45,0.8726,BRL,337.73,428.46,Online,331.81,6.29,8.43,BRL,4.14,0.95,1.42,,App,SRC-1084,SCK-5631,Efectivo,Único,Único,1,1,2024-10-22,CUP-4796,30,5,Christopher Rogers,vward@example.net,Suriname,837-799-7881x66809,11988874-4,92932,Leeburgh,Colorado,785 Stewart Heights Suite 706,Abigail Route,1699,,
TRX000884,Completada,2024-05-27,No,Kristen Romero,PROD908,Cut,PRC9954,Forget,1.027,USD,450.44,50.03,400.41,1.1372,EUR,406.99,455.72,Presencial,397.19,1.59,3.78,EUR,2.53,0.26,1.26,Jacqueline Perry,Tienda física,SRC-3275,SCK-4115,Transferencia,Único,Único,1,1,2022-10-25,CUP-2770,11,3,Tara Cooper,zmartin@example.net,Mongolia,+1-218-205-2792,85463164-6,05622,Cantrellfurt,South Dakota,323 Cook Square Apt. 883,Jeremy Corners,4591,,@bonnie25
TRX000885,Pendiente,2024-09-06,Sí,Tara Jennings,PROD623,More,PRC1299,Suddenly,1.0749,USD,482.06,81.39,400.67,0.8232,CLP,408.32,495.37,Marketplace,393.71,0.85,3.82,USD,2.5,0.95,0.86,Lorraine Mcgee,Web,SRC-6665,SCK-3479,PayPal,Único,Único,1,1,2023-05-16,CUP-1090,30,1,Ryan Cantu,williamsjamie@example.org,San Marino,(366)817-8088x64499,27765029-4,21709,Bryanland,Georgia,153 Harris Islands,Theresa Cliffs,4263,,@vlin
TRX000886,Pendiente,2022-05-27,Sí,Christopher Taylor,PROD654,Soldier,PRC4392,Stop,1.1646,CLP,162.5,24.59,137.91,0.8782,BRL,141.15,166.47,Presencial,128.16,8.99,1.11,EUR,2.61,0.48,1.46,Joseph Rodriguez,Redes sociales,SRC-0701,SCK-7744,Efectivo,Único,Único,1,1,2023-01-09,CUP-8348,3,5,Deborah Wilson,albert83@example.org,Vanuatu,(833)415-3497,17410375-1,39582,South Joshuachester,Vermont,982 Chelsea Motorway Apt. 278,Johnson Valleys,3887,Apto. 50,@heather63
TRX000887,Completada,2024-11-11,No,Henry Estrada,PROD658,Adult,PRC9577,Author,1.1382,BRL,295.65,48.89,246.76,1.0244,EUR,247.42,309.43,Online,242.6,9.58,4.99,BRL,4.16,0.22,0.45,,App,SRC-2199,SCK-1499,Efectivo,Recurrente,Mensual,5,11,2022-08-20,CUP-5359,25,4,Tony Miller,kdiaz@example.net,Libyan Arab Jamahiriya,6597445991,21020388-7,00716,Joneschester,Alaska,12100 Russell Oval Suite 521,Rachael Pine,4206,Apto. 40,@andrea54
TRX000888,Pendiente,2021-04-22,No,Erin Hamilton,PROD915,Sea,PRC1543,Nation,1.1861,BRL,332.1,33.58,298.52,1.0581,USD,305.7,332.84,Presencial,291.67,2.31,6.82,USD,2.01,0.66,0.23,,Redes sociales,SRC-6222,SCK-9054,Tarjeta de crédito,Único,Único,1,1,2022-01-08,CUP-1710,17,1,Scott Jimenez,christinewolfe@example.net,Isle of Man,001-790-370-6487x23583,75204770-0,40631,Lake Adrian,New Hampshire,73255 Amy Mount Suite 383,Heather Locks,6124,,@michellerogers
TRX000889,Cancelada,2022-07-23,Sí,Elizabeth Clark,PROD752,Eat,PRC7520,Week,1.0915,EUR,343.87,49.88,293.99,1.181,BRL,296.76,344.09,Online,292.81,3.32,2.47,USD,1.28,0.42,1.47,,Redes sociales,SRC-2301,SCK-4646,PayPal,Único,Único,1,1,2023-03-27,CUP-0380,16,1,Vanessa Singh,weaverheather@example.org,Croatia,001-571-201-0443,50980993-4,05878,Terryton,Washington,8486 Murphy Skyway Suite 225,Melissa Mill,2320,,@dmills
TRX000890,Pendiente,2022-02-09,Sí,Sarah Mercado,PROD922,Forget,PRC6345,Chance,1.1405,BRL,1736.34,259.26,1477.08,0.9246,EUR,1483.9,1742.3,Presencial,1470.86,9.92,48.99,USD,47.66,8.47,2.93,,Web,SRC-9277,SCK-5019,PayPal,Recurrente,Anual,1,2,2021-09-11,CUP-5267,29,5,Douglas Hodge,christophercruz@example.net,Uganda,(223)581-4987x142,57779312-4,07149,Brittanyhaven,Missouri,2317 Fowler Ford,Jessica Flats,4007,,
TRX000891,Cancelada,2023-08-03,No,Victoria Santos,PROD202,Director,PRC9073,Assume,1.1716,CLP,6786.05,1071.17,5714.88,1.1428,CLP,5720.66,6795.69,Online,5705.56,40.66,91.0,CLP,24.65,6.0,21.78,,Tienda física,SRC-6585,SCK-8276,Tarjeta de crédito,Recurrente,Anual,3,5,2026-05-14,CUP-4699,12,1,Haley Walsh DDS,brobinson@example.net,Ecuador,001-878-958-1442x983,61907505-6,10799,Lake Michaelstad,Mississippi,74981 Pope Rest,Blackwell Corners,5407,Apto. 6,@angela90
TRX000892,Cancelada,2020-10-02,No,Jonathan Bass,PROD882,Person,PRC7614,Loss,0.983,BRL,457.3,74.52,382.78,1.1431,CLP,384.87,469.11,Presencial,378.3,5.59,1.15,EUR,1.51,0.32,1.91,,Redes sociales,SRC-0126,SCK-8315,Transferencia,Único,Único,1,1,2024-05-01,CUP-2420,20,4,James Walter,stricklandrichard@example.com,Israel,+1-605-943-5268x219,19023271-0,91872,Harringtonberg,Michigan,9212 Lisa Valley Apt. 489,Mark Station,3873,,@stephanie31
TRX000893,Pendiente,2022-08-24,No,Angela Brown,PROD219,Ready,PRC1005,Far,0.9209,EUR,5785.55,1013.03,4772.52,1.1588,CLP,4777.03,5800.0,Marketplace,4763.4,118.04,107.54,EUR,43.85,11.8,17.41,Jennifer Townsend,Web,SRC-1186,SCK-7019,Tarjeta de crédito,Recurrente,Anual,6,7,2023-02-23,CUP-8350,27,3,Elizabeth Phillips,danielrodriguez@example.org,Canada,(247)709-9734x135,40764718-6,91177,Lake Brenda,Illinois,131 Rich Fort Suite 807,Kimberly Viaduct,4744,Apto. 11,@qduran
TRX000894,Cancelada,2024-01-29,No,William Hill,PROD501,North,PRC6024,Fish,1.1524,EUR,4971.51,628.95,4342.56,0.916,EUR,4350.88,4981.06,Presencial,4341.51,6.15,114.4,EUR,30.91,6.14,18.97,Carlos Ramos,Redes sociales,SRC-7602,SCK-1806,Transferencia,Recurrente,Anual,5,9,2024-09-09,CUP-7252,8,1,Corey Acosta,jonathan45@example.org,Rwanda,001-506-277-4210,63443710-8,34081,West Sean,Washington,2373 Clark Green Suite 248,Meyer Pass,3330,,
TRX000895,Completada,2024-08-16,No,Nicole Valenzuela,PROD169,Company,PRC4579,Color,1.0078,BRL,2894.57,538.85,2355.72,1.1127,BRL,2355.83,2909.4,Online,2351.38,86.83,87.47,BRL,53.69,10.68,10.54,Sarah Oneill,Web,SRC-3502,SCK-2774,Transferencia,Recurrente,Anual,10,10,2024-04-04,CUP-9033,4,4,Katherine Rodriguez,veaton@example.net,Turkmenistan,575.622.2120x0402,20338738-4,49382,West Mary,Arkansas,56383 Gray Port,Bowman Field,3651,Apto. 32,
TRX000896,Pendiente,2022-06-19,Sí,James Dean,PROD291,Fly,PRC1532,Practice,0.9627,USD,376.51,38.17,338.34,0.915,USD,345.93,395.44,Online,328.46,1.23,5.54,USD,3.58,0.78,0.1,Kenneth Weaver,App,SRC-5134,SCK-4553,PayPal,Recurrente,Mensual,5,7,2023-12-11,CUP-9677,25,4,Scott Perkins,amberdavis@example.net,Mayotte,361.766.6334x28091,41682497-7,01247,Ericaview,Texas,40654 Sanders Court,Sarah Manors,452,Apto. 25,
TRX000897,Cancelada,2022-11-04,No,Mariah Hill,PROD192,Picture,PRC3237,Vote,1.0023,USD,236.57,31.14,205.43,0.993,CLP,208.84,239.18,Online,200.05,3.92,7.79,BRL,4.38,0.26,1.06,,Tienda física,SRC-0753,SCK-5138,PayPal,Único,Único,1,1,2022-06-03,CUP-5629,15,3,Eric Burke,gsingleton@example.com,Puerto Rico,+1-222-730-9476,96765612-4,74499,East Kim,Maryland,46796 William Drive Suite 291,Day Fork,4021,,
TRX000898,Pendiente,2025-01-21,No,Nicole Fowler,PROD878,Really,PRC5959,Collection,1.1882,EUR,156.29,20.89,135.4,0.9332,CLP,144.45,175.55,Presencial,130.11,0.06,2.48,BRL,2.98,0.64,0.89,Kelly Walker,App,SRC-1686,SCK-7447,Tarjeta de crédito,Único,Único,1,1,2023-05-17,CUP-6873,23,5,Jim Patel,powelljon@example.org,Panama,+1-326-797-1870,39874054-1,76216,New Lindashire,Pennsylvania,985 Meghan Orchard Suite 261,Anderson Mills,2131,,@anthony51
TRX000899,Pendiente,2025-05-10,Sí,Kelly Murphy,PROD706,Thousand,PRC3158,Throughout,1.016,BRL,507.65,48.29,459.36,1.0263,BRL,465.57,525.64,Online,452.19,3.26,4.01,BRL,1.41,0.8,0.15,,Tienda física,SRC-8937,SCK-0810,PayPal,Único,Único,1,1,2024-09-20,CUP-5743,5,5,Kristie Pollard,johnsondebbie@example.net,Vanuatu,(946)401-2854,63150810-8,57493,Ramoston,Louisiana,957 Teresa Islands,Lambert Village,1854,Apto. 31,@vnelson
TRX000900,Completada,2023-09-11,Sí,Samuel Carroll,PROD283,Month,PRC9635,Far,0.9951,EUR,248.92,29.64,219.28,1.0739,USD,224.7,264.12,Online,214.21,4.71,0.19,USD,3.56,0.73,1.31,Kathryn Washington,Redes sociales,SRC-9186,SCK-4841,PayPal,Único,Único,1,1,2025-10-20,CUP-1234,11,3,Amanda Guzman,katherinewilliams@example.com,Cameroon,923.252.6436x113,57162984-7,96551,Sabrinahaven,New York,096 Jenkins Grove,Berry Harbors,1095,Apto. 26,
TRX000901,Cancelada,2023-01-01,Sí,Dr. Sheila Mccoy,PROD898,Interview,PRC2600,Seven,0.9422,BRL,400.7,68.01,332.69,1.0724,BRL,341.57,401.81,Presencial,328.63,1.32,4.66,EUR,1.27,0.05,1.74,Jeffrey Henderson,Redes sociales,SRC-5867,SCK-7895,PayPal,Único,Único,1,1,2021-12-30,CUP-2497,23,5,Rebecca Austin,perezpeter@example.org,Tunisia,+1-999-632-6038x615,23683780-3,59760,South Charleschester,Massachusetts,4612 John Loop,Turner Lane,3091,,
TRX000902,Completada,2022-01-07,Sí,Michael Curry,PROD985,Determine,PRC5253,Include,0.9342,USD,6413.4,693.6,5719.8,0.8916,BRL,5725.35,6418.16,Presencial,5715.82,84.87,1.26,CLP,20.47,7.96,8.21,,Redes sociales,SRC-3813,SCK-9222,Tarjeta de crédito,Recurrente,Anual,2,6,2021-07-19,CUP-0421,23,1,Johnathan Brady,rebeccaturner@example.net,Kiribati,001-937-501-2335,77590129-2,77788,New Eric,Alaska,37045 Khan Station,Ebony Islands,9266,Apto. 28,
TRX000903,Cancelada,2020-09-05,No,Kaitlyn Phillips,PROD229,Pull,PRC4903,Bar,0.8907,USD,1070.35,172.87,897.48,1.1878,BRL,903.19,1077.36,Online,897.02,101.81,18.57,EUR,37.07,10.21,18.09,,App,SRC-1392,SCK-8236,Tarjeta de crédito,Recurrente,Anual,6,9,2024-03-20,CUP-4938,29,3,Patricia Hoffman,allenalexander@example.org,Rwanda,+1-933-883-3673x61404,19456158-1,66708,Lake Charlesfurt,Vermont,292 Sarah Circles Suite 895,Dawn Drive,5288,,@brownlaura
TRX000904,Pendiente,2025-05-29,No,Rebecca Barker,PROD812,Why,PRC2813,Account,1.198,EUR,482.37,79.35,403.02,1.1659,EUR,409.04,484.04,Marketplace,393.28,9.04,4.67,BRL,4.22,0.58,0.32,Mr. Nicholas Thomas,Web,SRC-7478,SCK-3019,Transferencia,Único,Único,1,1,2025-11-07,CUP-4410,2,2,Kimberly Parker,john53@example.com,French Guiana,(649)941-7858,70239283-1,07747,West Scottland,Rhode Island,43979 Sarah Garden,Mccullough Burgs,4922,Apto. 42,
TRX000905,Cancelada,2023-10-11,No,Victoria Turner,PROD302,Happen,PRC6613,Any,1.144,BRL,457.53,75.26,382.27,1.0076,USD,386.88,471.7,Marketplace,380.55,7.51,2.97,BRL,2.13,0.11,1.81,,Tienda física,SRC-5963,SCK-1062,Transferencia,Único,Único,1,1,2023-04-12,CUP-8441,27,1,Julie Bowers,iflowers@example.net,Israel,276-687-2962,29758101-4,08806,Lake Anthonyberg,Minnesota,06511 Gutierrez Estates,Kemp Island,2568,,
TRX000906,Completada,2024-11-12,Sí,Sandra Palmer,PROD838,And,PRC1816,Force,1.027,CLP,168.04,25.64,142.4,1.0406,BRL,145.37,168.42,Marketplace,139.47,5.81,4.19,EUR,2.67,0.48,0.25,,Redes sociales,SRC-9605,SCK-4690,Efectivo,Único,Único,1,1,2023-04-10,CUP-0849,24,2,Mary Miller,rochadavid@example.org,Senegal,473-408-7887x5263,84413335-8,85974,Port Gregoryland,Arkansas,7002 Marcia Island,James Unions,2063,Apto. 24,
TRX000907,Cancelada,2024-09-21,Sí,Christopher Collins,PROD202,Beautiful,PRC6440,Site,0.8593,USD,143.88,25.68,118.2,0.8435,CLP,124.15,148.5,Presencial,117.35,9.57,9.23,USD,4.19,0.4,1.82,Rachel Kennedy,Tienda física,SRC-0883,SCK-2860,Efectivo,Único,Único,1,1,2022-07-21,CUP-6143,25,1,Douglas Stokes,brenda18@example.net,Canada,555-274-6433x3040,58181585-3,45483,Port Morganberg,Rhode Island,8099 Salazar Port,Ayala Mills,189,,
TRX000908,Pendiente,2025-02-06,Sí,Austin Olsen,PROD261,They,PRC9826,Possible,1.0549,EUR,561.03,101.01,460.02,1.0466,BRL,463.32,565.38,Marketplace,454.75,7.37,4.48,BRL,4.04,0.8,0.16,Melissa James,Web,SRC-5568,SCK-5022,Transferencia,Único,Único,1,1,2020-09-18,CUP-8053,13,2,Elizabeth Crawford,shannonwood@example.org,Togo,(346)651-8359,61201407-9,66881,West Andrew,New Hampshire,60108 Kimberly Walk Suite 349,Harris Court,4935,,@michael39
TRX000909,Pendiente,2024-05-11,No,Erica Garcia,PROD516,Generation,PRC2106,Catch,1.1459,EUR,34.96,4.03,30.93,0.9204,BRL,31.09,47.06,Marketplace,30.55,9.71,0.56,BRL,1.62,0.74,0.65,Taylor Payne,Web,SRC-1224,SCK-0002,PayPal,Único,Único,1,1,2022-03-30,CUP-3758,20,2,Darren Johnson,lopezann@example.net,Ethiopia,5897757842,18026421-4,77232,Port Amanda,North Carolina,63447 Santos Ferry Suite 969,Christine Walks,2048,Apto. 26,
TRX000910,Completada,2024-07-11,No,Jacob Miller,PROD701,Such,PRC1314,Hit,0.9109,USD,431.59,61.58,370.01,1.0957,USD,378.64,438.86,Marketplace,360.55,2.25,1.96,EUR,1.29,0.47,1.39,Julie Tyler,App,SRC-5330,SCK-4349,Transferencia,Único,Único,1,1,2022-07-06,CUP-1598,3,2,Sandra Vazquez,ocarter@example.org,Peru,231.540.2903x0081,91114075-5,75350,Medinachester,Hawaii,3484 Young Circle,Lewis Green,4035,Apto. 2,@wcompton
TRX000911,Completada,2020-07-15,No,Stephanie Spencer,PROD876,News,PRC8793,Prove,1.1734,CLP,390.08,71.84,318.24,1.0534,EUR,320.05,394.24,Online,315.94,3.1,8.45,BRL,1.21,0.24,0.69,Anne Long,Web,SRC-3719,SCK-5880,Efectivo,Recurrente,Mensual,1,3,2023-03-27,CUP-2714,26,2,Gregory Phillips,ryan86@example.org,Senegal,+1-287-620-3238x3227,94327402-6,46712,Andreaburgh,Kentucky,023 David Parkways Apt. 854,Lisa Summit,5352,,@kingdonna
TRX000912,Cancelada,2023-01-15,Sí,Darin Reid,PROD379,Think,PRC3488,Exactly,0.8609,EUR,218.19,29.03,189.16,1.1785,BRL,194.15,228.88,Presencial,181.12,9.56,2.67,CLP,0.85,0.62,0.74,Amber Berry,Web,SRC-4718,SCK-1324,Transferencia,Único,Único,1,1,2024-09-05,CUP-6214,7,5,Anna Robinson,samuel37@example.org,Chile,001-355-256-3481x41577,74922396-6,47770,New Cynthia,Vermont,419 William Ville,Katrina Mission,584,,
TRX000913,Pendiente,2021-10-27,No,Denise Jenkins,PROD880,Tough,PRC2120,Voice,1.0466,BRL,499.6,86.68,412.92,0.844,BRL,421.95,517.32,Presencial,409.43,7.43,7.29,EUR,2.73,0.12,1.86,Nicole Hernandez,App,SRC-5076,SCK-3373,Transferencia,Único,Único,1,1,2023-03-26,CUP-3537,20,2,Brent Long,porterdeborah@example.org,New Caledonia,883-704-2863x23102,57474493-6,52072,Perezberg,Connecticut,83402 Ballard Tunnel Apt. 939,Joseph Ridge,4550,,@zramirez
TRX000914,Cancelada,2024-05-17,No,Helen Oliver,PROD343,Table,PRC6176,Trial,0.8526,CLP,420.09,45.05,375.04,0.9833,CLP,381.75,437.13,Presencial,366.31,6.57,8.92,CLP,1.8,0.05,1.21,,Tienda física,SRC-5621,SCK-5426,Efectivo,Recurrente,Mensual,10,8,2021-09-29,CUP-6718,28,1,Samantha Snow,dnavarro@example.org,Cote d'Ivoire,(619)316-6732x21775,44772045-3,29841,Simonfurt,Pennsylvania,162 Ross Turnpike Suite 396,Karen Forges,5015,,
TRX000915,Pendiente,2020-08-16,Sí,Ms. Tiffany Thompson,PROD969,Section,PRC1820,Direction,1.0931,USD,537.71,80.39,457.32,0.9942,CLP,463.25,552.61,Marketplace,456.23,0.79,2.85,USD,0.67,0.8,1.79,,Redes sociales,SRC-8917,SCK-8735,Transferencia,Recurrente,Mensual,9,9,2024-11-28,CUP-3921,13,5,Travis Spencer,harmondonald@example.net,Tokelau,001-987-573-5105,44685009-4,59267,Stephenshire,Hawaii,616 Lin Street,Amy Ports,7752,Apto. 46,@ashleyfernandez
TRX000916,Cancelada,2024-11-02,Sí,Robert Simmons,PROD489,Size,PRC8841,Might,0.8704,CLP,1547.96,149.45,1398.51,0.8048,USD,1398.86,1554.97,Marketplace,1392.6,10.02,12.01,BRL,3.61,0.01,3.83,,Tienda física,SRC-7639,SCK-6635,Efectivo,Recurrente,Trimestral,3,11,2021-05-05,CUP-3600,14,2,Jodi Richardson,albert84@example.org,Russian Federation,783.489.0117,82079077-9,86573,Martinezhaven,Idaho,1664 Paige Plaza Apt. 280,George Fall,5763,Apto. 27,@kelly66
TRX000917,Cancelada,2020-11-06,No,Erika Kennedy,PROD205,Their,PRC5182,Here,0.9387,EUR,442.05,75.75,366.3,1.043,USD,371.63,442.63,Presencial,365.8,4.0,4.43,BRL,4.51,0.26,0.96,,Redes sociales,SRC-8666,SCK-2657,Efectivo,Único,Único,1,1,2025-03-29,CUP-4388,16,4,Paul Thompson,anthony91@example.org,Singapore,(991)576-4985x7742,59840705-4,61904,North Karen,Florida,6529 Stevens Ranch Suite 718,Jacqueline Lodge,7364,,
TRX000918,Pendiente,2023-02-18,Sí,Shawn Wilson DVM,PROD410,Air,PRC5078,Window,1.1705,CLP,1494.27,151.23,1343.04,1.0015,BRL,1347.35,1500.36,Online,1339.53,18.23,10.96,USD,1.72,0.1,2.1,,Tienda física,SRC-1797,SCK-7660,Efectivo,Recurrente,Trimestral,6,4,2021-01-11,CUP-2003,24,4,Jessica Mejia,williamtaylor@example.com,Ghana,(820)494-1245,12025409-4,14382,East Ashleyfurt,Michigan,2551 Frank Island Suite 983,Turner Rapids,7813,,@anthony92
TRX000919,Pendiente,2022-06-20,No,Lisa Olson,PROD789,Require,PRC3518,Military,0.805,CLP,68.95,10.23,58.72,0.8574,CLP,59.8,80.09,Online,50.89,8.4,1.08,EUR,4.8,0.29,0.64,,Tienda física,SRC-2031,SCK-4306,PayPal,Único,Único,1,1,2021-10-07,CUP-3288,1,5,Teresa Ray,shawn99@example.org,Israel,+1-698-218-9237x104,71136468-9,07574,Mckinneyhaven,New Jersey,039 Douglas Unions Suite 790,Lee Skyway,598,,
TRX000920,Pendiente,2023-02-20,Sí,Mr. Michael Benson DDS,PROD638,Difference,PRC4600,Show,1.109,CLP,1087.52,129.8,957.72,0.811,CLP,959.07,1097.72,Presencial,953.94,11.75,0.4,USD,5.72,1.85,3.71,Tonya Fritz,Web,SRC-9703,SCK-9773,Efectivo,Recurrente,Trimestral,12,12,2021-12-25,CUP-8004,3,4,Dawn Finley,frederickvelez@example.net,Israel,001-894-741-0423x2008,86233487-8,09278,West Michele,Colorado,7467 Hodge Oval,Gary Island,9309,Apto. 37,@ericksonjohn
TRX000921,Completada,2022-02-05,Sí,Jesus Lee,PROD444,Before,PRC3542,Cost,0.9809,EUR,1279.25,140.0,1139.25,1.0527,CLP,1146.18,1291.63,Online,1135.66,15.66,23.95,USD,3.22,0.11,1.35,,Web,SRC-4321,SCK-9792,PayPal,Recurrente,Trimestral,7,12,2022-05-09,CUP-7617,14,1,Darryl Fields,jasminewilliams@example.com,United States of America,(784)617-2734x0697,13263015-0,72783,East Christina,Illinois,221 Jamie Mountain,Johnny Islands,3023,,
TRX000922,Pendiente,2024-05-15,Sí,Matthew Robertson,PROD522,Admit,PRC7595,Model,0.9725,CLP,462.61,47.84,414.77,1.1399,USD,421.06,472.94,Marketplace,407.05,5.07,9.08,USD,2.7,0.55,1.54,Edwin Johnson,Web,SRC-2873,SCK-4512,Efectivo,Único,Único,1,1,2023-07-28,CUP-1972,13,1,Gabriella Daniels,pweber@example.org,Hong Kong,8277863487,61280695-5,21201,North Austinmouth,Indiana,1566 Love Spur,Austin Throughway,5348,Apto. 9,@clarkcharles
TRX000923,Cancelada,2025-06-01,Sí,Lisa Welch,PROD357,Reveal,PRC9793,Thousand,1.0177,BRL,5999.88,1115.28,4884.6,0.8766,CLP,4887.63,6005.52,Online,4884.45,19.21,117.25,BRL,18.67,0.92,8.81,Alexa Jackson,Web,SRC-3852,SCK-4796,Tarjeta de crédito,Recurrente,Anual,9,1,2023-01-03,CUP-5450,4,4,Erica Green,caroline06@example.net,Australia,639-687-8889x9949,06026909-5,78636,Brandonberg,Connecticut,07773 Amanda Parkway,Mark Brooks,6237,,
TRX000924,Completada,2021-03-31,Sí,Christine Ashley,PROD950,Subject,PRC2670,What,1.1258,USD,348.12,42.02,306.1,1.0935,BRL,306.16,359.6,Marketplace,305.25,2.64,9.31,USD,4.5,0.73,0.82,,App,SRC-7705,SCK-2979,PayPal,Único,Único,1,1,2021-03-16,CUP-3841,1,2,Brianna Massey,gmatthews@example.org,Cambodia,(833)425-8884x041,74221211-5,39964,Kylehaven,Wisconsin,24610 Paul Place Apt. 071,Pamela Oval,4290,Apto. 6,@nhall
