Código de la transacción;Estatus de la transacción;Fecha de la transacción;Confirmación del pago;Productor(a);Código del producto;Producto;Código del precio;Nombre de este precio;Tasa de conversión (moneda de compra);Moneda de compra;Valor de compra con impuestos;Impuestos locales de compra + Tarifa de pago en cuotas;Valor de compra sin impuestos;Tasa de conversión (moneda en la que recibes los valores);Moneda en la que recibirás los valores;Facturación bruta (sin impuestos);Facturación bruta;Tipo de venta;Faturación neta del Productor(a);Comisión del Afiliado(a);Facturación del(de la) Coproductor(a);Moneda de las tarifas;Tarifa de procesamiento;Tasa de streaming;Otras tarifas;Nombre del Afiliado(a);Canal usado para la venta;Código SRC;Código SCK;Método de pago;Tipo de cobro;Cantidad total de cuotas;Cantidad de cobros;Fecha de vencimiento (vouchers);Código del cupón;Período de prueba (trial);Cantidad de ítems;Comprador(a);Email del Comprador(a);País;Teléfono;Documento;Código postal;Ciudad;C. Autónoma/Dpto./Estado/Prov.;Dirección;Barrio;Número;Apto./piso/casa;Instagram
TRX000747;Completada;13-04-2021;Sí;Jaime Powell;PROD912;Along;PRC3097;Finish;0.8535;USD;26.446.999.999.999.900;51.68;212.79;0.9075;CLP;22.276.381.890.665.300;2.644.999.132.078.210;Online;20.532.394.511.385.500;915.270.605.985.152;2.778.848.422.608.970;USD;3.76;0.97;1.11;;Redes sociales;SRC-0623;SCK-2151;PayPal;Único;2;8;18-07-2024;CUP-7519;19;1;Kevin White;hjohnson@example.com;Guinea;2.146.342.207;31077222-8;61683;Christinemouth;North Carolina;674 Amber Locks;Christopher Trail;5365;Apto. 10;@srollins
TRX000748;Pendiente;20-08-2023;No;Kendra Moses;PROD469;Western;PRC8115;Morning;11.527;USD;23.710.000.000.000.000;29.33;207.77;11.474;BRL;2.094.120.458.414.620;23.763.803.557.407.500;Online;20.531.686.767.035.200;8.583.468.299.393.490;0.6266711248398726;CLP;2.97;0.25;1.5;Kelli Wilson;Web;SRC-1305;SCK-2923;PayPal;Recurrente;10;11;19-07-2023;CUP-5223;11;5;George Nelson;sandersjohn@example.org;Estonia;389-868-4604x126;55427933-9;75317;Brownville;Maryland;69047 Jones Drive Suite 544;Brenda Cape;2588;;@james70
TRX000749;Cancelada;06-04-2021;No;Judy Koch;PROD102;Give;PRC3931;Action;10.972;EUR;276.15;51.2;224.95;0.9373;USD;22.587.681.551.714.400;28.140.416.386.304.600;Presencial;21.887.144.046.388.700;0.26325808587162824;9.272.940.371.805.050;EUR;4.66;0.26;1.1;Jason Wilcox;App;SRC-2372;SCK-4645;Transferencia;Único;5;8;04-09-2025;CUP-6048;30;2;Stefanie Brennan;richardsanthony@example.com;Ghana;001-363-422-6791x11785;59272916-9;38665;Port Dustin;Rhode Island;3841 Rivera Wall;Levy Loaf;1084;Apto. 17;@burnsnicholas
TRX000750;Completada;07-11-2022;No;David Mcintyre;PROD813;Himself;PRC8503;Though;10.104;BRL;443.57;75.27;368.3;10.359;EUR;37.312.201.734.873.700;45.104.582.728.961.600;Online;3.624.974.035.777.550;19.797.305.128.586.900;35.759.811.172.481.600;CLP;1.1;0.69;0.58;;Tienda física;SRC-8836;SCK-6079;Transferencia;Recurrente;8;11;02-11-2023;CUP-3408;13;1;Robert Lee;philipreid@example.com;Syrian Arab Republic;+1-792-866-8668x0807;53000227-5;2273;Lake Robert;Alaska;0928 Jimmy Forges Suite 142;Jason Mountains;8419;;
TRX000751;Completada;14-11-2021;Sí;Kathleen Carroll;PROD432;Particular;PRC2508;Continue;11.753;EUR;475.0;70.85;404.15;0.8915;BRL;41.138.086.660.330.800;4.761.954.908.221.810;Marketplace;39.879.086.447.056.900;9.650.292.042.136.840;0.8577410364165783;BRL;1.27;0.1;1.6;Melinda Mayo;Web;SRC-8949;SCK-5427;Efectivo;Único;1;10;26-06-2025;CUP-2933;12;5;Monica Brennan;donaldparker@example.net;Latvia;(381)295-9816;98098804-0;82417;East Phillip;Idaho;44522 Howard Green Apt. 673;Hannah Station;5245;Apto. 28;@jwhite
TRX000752;Cancelada;08-12-2020;Sí;Gregory Thomas;PROD350;Apply;PRC2181;Standard;0.9489;EUR;469.35;86.47;382.88;0.8717;USD;3.883.591.592.547.070;47.748.092.300.926.300;Online;37.450.147.425.097.900;14.278.790.253.195.700;4.278.137.521.592.380;BRL;0.65;0.18;0.11;;Redes sociales;SRC-1699;SCK-3297;PayPal;Recurrente;12;1;23-08-2022;CUP-1165;10;2;Virginia Harrington;zsmith@example.org;Singapore;495-813-3966x0575;64711813-2;86792;South Ericshire;Delaware;465 Dalton Trail;Pineda Meadows;2756;;@wendy16
TRX000753;Cancelada;20-09-2022;Sí;Jennifer Sawyer;PROD119;Hear;PRC2563;President;11.932;BRL;437.5;41.25;396.25;0.9698;USD;39.661.668.182.187.500;44.567.715.324.169.300;Online;3.930.996.290.538.170;25.609.455.495.892.800;7.385.353.415.371.730;USD;1.08;0.85;0.56;Nicole Jones;Tienda física;SRC-9669;SCK-7602;Transferencia;Único;3;11;14-05-2021;CUP-6449;1;3;Rebecca Bailey;abbottjimmy@example.net;Albania;001-943-942-4916x2631;74422212-4;17696;Port Jennifershire;New Mexico;190 Jonathan Ford;Shawn Courts;6190;;@stanleybrittany
TRX000754;Completada;03-04-2022;Sí;Justin Smith;PROD297;Simply;PRC4732;Describe;10.567;EUR;39.934.000.000.000.000;64.35;334.99;0.8726;BRL;3.357.452.564.974.030;40.026.714.158.450.600;Online;327.408.353.244.086;2.560.259.814.127.160;3.067.472.890.695.620;USD;1.21;0.73;0.51;;Redes sociales;SRC-3271;SCK-0453;PayPal;Recurrente;3;4;14-07-2024;CUP-5135;5;5;Monique Rollins;wendy17@example.org;Netherlands;+1-416-733-5471x54338;41768922-0;52675;New Stacey;Pennsylvania;8028 Reed Crest Suite 919;Ronald Fall;6550;Apto. 20;
TRX000755;Cancelada;10-04-2022;No;Larry Rodriguez;PROD353;Five;PRC8164;Fund;11.001;BRL;241.97;22.15;219.82;1.05;USD;22.493.998.827.979.300;2.472.441.775.786.350;Presencial;21.552.601.230.909.400;267.622.688.217.965;7.454.231.087.454.310;EUR;1.3;0.47;0.46;Jason Garcia;Web;SRC-3861;SCK-3674;PayPal;Único;7;7;10-03-2025;CUP-1616;26;3;Emma Allen;efleming@example.net;South Africa;001-736-571-2747x069;12178940-6;82000;Taylorchester;New Hampshire;41862 Cameron Throughway;Deanna Mills;9220;Apto. 5;@sedwards
TRX000756;Pendiente;08-02-2025;No;David Oconnell;PROD207;Address;PRC5367;View;0.9891;EUR;559.38;109.74;449.64;0.8877;BRL;4.521.028.826.880.700;5.667.746.389.239.330;Marketplace;4.432.441.908.330.540;0.605786712437012;9.161.223.800.223.740;EUR;1.22;0.88;1.55;;Redes sociales;SRC-1925;SCK-5317;Efectivo;Recurrente;11;4;10-10-2025;CUP-5046;6;5;Jessica Phillips;amberquinn@example.com;Australia;9.978.267.545;90941425-0;81308;Philipchester;Utah;85528 James Fords;Christine Meadow;9512;Apto. 45;@thunt
TRX000757;Cancelada;10-06-2021;No;Michael Lambert;PROD605;Prepare;PRC3469;Particular;0.9191;EUR;389.44;68.88;320.56;0.9899;USD;3.239.508.388.575.860;4.004.688.855.266.900;Marketplace;318.061.583.534.919;28.963.611.425.867.600;8.774.297.305.254.870;BRL;4.39;0.7;0.84;Lawrence Macias;App;SRC-7638;SCK-5869;PayPal;Recurrente;4;11;28-07-2021;CUP-5437;13;5;Christina Sullivan;ddavis@example.org;Sri Lanka;(753)459-5539x45069;94863099-7;92759;New Matthew;Vermont;79394 Christopher Port Apt. 421;King Stravenue;5383;Apto. 33;@rileysteven
TRX000758;Completada;17-05-2022;Sí;Charles Finley;PROD525;Herself;PRC2575;Miss;0.9418;USD;34.057.000.000.000.000;47.47;293.1;10.695;CLP;3.004.072.906.239.620;34.259.536.186.476.000;Online;29.162.885.013.103.200;565.506.759.810.365;5.902.377.042.093.530;BRL;4.54;0.52;0.39;Eric Fry;Web;SRC-5277;SCK-0354;Transferencia;Único;8;4;11-09-2025;CUP-6630;4;4;Rachel Hopkins;mhudson@example.com;Gibraltar;209-906-5194;23461504-1;93842;South Brendanberg;Oregon;09251 Christine Avenue;Brenda Knolls;966;;
TRX000759;Completada;26-08-2020;Sí;Anna Alexander;PROD495;Weight;PRC5507;Represent;10.295;CLP;48.279.999.999.999.900;93.9;388.9;0.8527;CLP;3.950.354.458.647.670;4.882.773.936.474.770;Presencial;3.807.548.176.078.510;9.589.258.548.162.160;903.835.957.583.625;BRL;4.03;0.59;0.6;;Redes sociales;SRC-7299;SCK-0555;Transferencia;Recurrente;11;5;06-04-2021;CUP-7839;23;5;Louis Herman;timothy45@example.com;Vanuatu;-4802;51903483-0;73790;West Christopher;Arizona;0644 James Route;Nancy Highway;2695;Apto. 25;@sanfordfelicia
TRX000760;Cancelada;15-02-2024;No;Cheyenne Mitchell;PROD111;Right;PRC4526;Reach;0.9582;EUR;258.26;49.58;208.68;10.023;CLP;2.097.688.476.267.460;26.208.509.836.522.400;Marketplace;20.729.305.372.804.000;9.307.477.294.287.030;8.605.745.792.875.120;CLP;1.32;0.41;1.82;;Redes sociales;SRC-3071;SCK-8218;Tarjeta de crédito;Recurrente;8;11;07-04-2021;CUP-6063;13;5;Tonya Jones;omurray@example.net;Mali;510-880-2388;97025795-3;47386;Collinsland;California;4728 Wright Port;Martin Valley;3674;Apto. 14;@alvaradojesse
TRX000761;Cancelada;09-12-2023;Sí;Briana Perez;PROD681;May;PRC5458;Property;10.926;CLP;71.81;7.45;64.36;11.046;CLP;6.605.808.263.703.460;7.960.258.819.035.230;Online;56.507.327.603.894.600;5.712.192.060.615.110;11.358.857.453.876.800;USD;1.54;0.97;0.43;;Redes sociales;SRC-5914;SCK-5090;Efectivo;Único;11;5;08-03-2024;CUP-0395;25;1;Brenda Jacobson;christinayoung@example.net;Slovenia;906-873-3382;53480249-6;51777;East Sydney;Mississippi;520 Aaron Creek Suite 444;Henry Divide;4612;Apto. 3;@griffinbrian
TRX000762;Completada;14-12-2020;Sí;Melissa Foley;PROD510;Man;PRC1170;Address;11.901;CLP;44.89;4.47;40.42;11.087;CLP;4.642.495.429.460.030;53.573.207.257.631.900;Presencial;4.004.302.766.189.620;9.939.755.145.538.250;9.087.097.163.826.510;USD;4.52;0.04;1.06;;Redes sociales;SRC-3221;SCK-7759;Efectivo;Único;7;9;15-07-2023;CUP-2549;23;1;Kendra Andrews;woodwardjason@example.org;Portugal;410-737-2810x297;75512637-0;84858;South Kathrynchester;Wyoming;02251 Hughes Mews;David Expressway;9867;;@kmitchell
TRX000763;Completada;03-12-2020;Sí;Eric Ray;PROD314;Series;PRC6230;Hand;0.879;BRL;85.61;15.83;69.78;0.8246;BRL;7.479.944.131.369.280;8.962.144.374.278.440;Marketplace;623.528.199.679.751;3.291.266.210.553.300;5.535.172.243.500.730;CLP;2.69;0.94;1.18;Margaret Arroyo;Redes sociales;SRC-6562;SCK-1929;Tarjeta de crédito;Único;6;8;29-03-2025;CUP-5909;27;1;Latasha Golden;christensenvernon@example.org;Senegal;863.678.2564x858;76695577-0;42648;New Richardstad;Arkansas;9964 Jones Landing Apt. 592;Gutierrez Motorway;8119;;
TRX000764;Pendiente;11-06-2020;Sí;Jessica Gray;PROD265;Popular;PRC9532;Money;10.223;CLP;438.64;45.12;393.52;0.9157;CLP;4.027.822.282.987.530;45.227.690.336.189.200;Online;3.853.508.663.356.130;9.963.587.756.109.140;30.345.511.366.585.000;BRL;4.33;0.3;0.27;Amber Blair;Web;SRC-0466;SCK-0638;Transferencia;Recurrente;8;9;19-06-2024;CUP-2850;15;4;Ashley Thomas;zrivera@example.net;Northern Mariana Islands;(509)222-5212;29446276-3;42992;Port Kellymouth;Kentucky;151 Emily Isle Suite 589;Jessica Plains;4827;;
TRX000765;Pendiente;29-12-2021;Sí;Wanda Perez;PROD901;Month;PRC5690;Treat;0.8677;USD;154.76;27.73;127.03;0.8476;EUR;13.620.970.684.447.500;15.635.382.179.938.300;Online;12.203.682.970.123.900;6.146.662.009.554.040;11.119.875.056.759.400;CLP;3.69;0.08;0.67;Laura Burton;Redes sociales;SRC-9916;SCK-9535;Efectivo;Único;7;2;11-08-2025;CUP-9522;17;3;Kara Frazier;andersonadrian@example.net;Aruba;381-374-9731;49633609-8;80475;Port Briantown;Maine;619 Yoder Grove Apt. 059;Richardson Pike;5643;;
TRX000766;Cancelada;20-06-2021;Sí;Wendy Howard;PROD824;Simply;PRC8643;Explain;10.335;EUR;115.05;19.05;96.0;10.082;EUR;10.493.421.188.556.000;12.984.187.329.290.600;Presencial;959.798.340.246.878;6.329.965.842.014.850;28.299.570.446.132.700;BRL;3.22;0.51;1.96;;Web;SRC-2104;SCK-2084;Tarjeta de crédito;Recurrente;2;10;17-05-2025;CUP-8286;22;3;Kelly Whitaker;vthompson@example.org;Romania;(941)251-9093x757;79606169-4;15278;Port Michael;Connecticut;483 Abbott Island;Chapman Lakes;7090;Apto. 29;
TRX000767;Cancelada;13-02-2023;Sí;Joel Brown;PROD566;It;PRC3556;Past;0.9559;USD;519.62;60.28;459.34;11.042;EUR;4.643.886.577.522.930;5.269.012.333.372.670;Presencial;4.504.748.730.217.180;851.737.782.288.514;18.423.141.128.014.600;EUR;0.62;0.38;0.02;Bonnie Taylor;Web;SRC-9156;SCK-9490;Tarjeta de crédito;Recurrente;11;5;04-10-2022;CUP-0827;26;2;Alec Jackson;michaeljones@example.org;Anguilla;+1-645-596-9157x349;85633759-8;91594;Brittanyland;Kansas;870 Ann Corners Apt. 133;Bishop Wells;84;Apto. 25;
TRX000768;Pendiente;09-10-2023;No;Dale Adams;PROD654;Compare;PRC1966;Fact;10.689;CLP;16.776.999.999.999.900;30.04;137.73;0.9943;USD;14.551.029.343.545.600;17.800.902.616.576.500;Online;13.670.392.579.339.800;0.05148105348873;9.684.146.392.209.190;BRL;2.33;0.19;1.44;Taylor Smith;App;SRC-7127;SCK-8796;Transferencia;Único;3;9;01-11-2021;CUP-8790;5;2;Misty Lee;geraldwilliams@example.net;Wallis and Futuna;(320)944-8435;88164957-1;5008;Teresamouth;South Carolina;28422 Hubbard Parks;Jasmine Plains;9111;Apto. 10;@melissaglover
TRX000769;Completada;15-08-2021;No;Donald Scott II;PROD194;Voice;PRC1639;Whatever;10.905;EUR;16.785.000.000.000.000;21.77;146.08;0.9809;CLP;14.800.604.767.962.600;17.096.089.329.809.000;Online;13.608.076.274.529.100;5.910.552.709.959.100;29.716.024.571.619.700;EUR;4.5;0.1;0.23;Glenn Contreras;Web;SRC-9251;SCK-7333;PayPal;Único;6;8;29-03-2025;CUP-8136;5;5;Olivia Williams;melissa97@example.net;Italy;-1682;62082124-0;60408;Reynoldsmouth;Texas;2921 Pamela Isle;Cynthia Courts;9701;;
TRX000770;Pendiente;14-12-2020;Sí;Thomas Bennett;PROD129;Wide;PRC3091;Risk;11.707;CLP;250.32;26.35;223.97;11.406;CLP;23.061.904.805.715.200;26.432.417.729.258.600;Presencial;21.440.497.476.805.900;5.565.245.448.093.430;0.40934865167699397;CLP;3.3;0.91;1.42;Sierra Carpenter;Tienda física;SRC-0929;SCK-1848;Tarjeta de crédito;Recurrente;3;9;06-04-2025;CUP-9454;29;3;Mikayla Ramirez;staylor@example.com;Tajikistan;(704)874-4217;39490465-1;37660;Jonathanchester;Vermont;4814 Moore Dale Suite 465;Nicole Ridge;4718;Apto. 31;
TRX000771;Cancelada;29-07-2021;Sí;David Miller;PROD123;Without;PRC7316;Open;0.8888;EUR;186.17;35.13;151.04;0.9991;CLP;15.140.412.650.162.600;18.874.785.671.213.300;Marketplace;15.018.997.550.535.500;5.099.393.924.633.760;5.554.655.337.805.920;USD;2.59;0.59;0.23;Billy Crosby;App;SRC-1369;SCK-9754;Efectivo;Recurrente;4;12;18-08-2023;CUP-9377;19;5;Dr. Paul Davies;lutzjohn@example.org;Central African Republic;912-450-3834x124;23720741-9;63810;Jayfort;Arkansas;3239 Hurley Fords;Stephanie Estate;226;Apto. 21;
TRX000772;Pendiente;29-11-2020;Sí;Glenn Moreno;PROD689;Push;PRC1010;Magazine;11.336;BRL;593.05;113.72;479.33;10.266;CLP;48.525.356.484.921.000;6.087.349.568.146.580;Marketplace;47.626.938.943.014.400;7.681.558.431.748.730;5.447.312.575.545.940;EUR;2.12;0.15;1.22;;Web;SRC-5582;SCK-6321;Efectivo;Único;12;1;11-08-2023;CUP-4510;10;4;Hannah Romero;roserhonda@example.net;Niger;528-517-8342x064;95534334-9;89261;Josephmouth;Florida;0932 Hernandez Trail;Maria Trail;7532;;@glennchloe
TRX000773;Pendiente;31-10-2020;Sí;Pamela Walker;PROD406;However;PRC1959;Data;0.856;USD;16.792.999.999.999.900;23.98;143.95;1.054;EUR;14.794.073.193.358.900;16.879.462.573.453.600;Online;14.251.098.372.905.200;4.143.744.937.571.390;9.264.434.816.142.220;BRL;3.75;0.62;0.32;;Redes sociales;SRC-3243;SCK-0872;PayPal;Recurrente;5;8;29-08-2022;CUP-7839;27;2;Tammy Wilson;christopherstein@example.com;Lithuania;+1-489-969-1024x198;24495207-6;75282;West Douglasside;Indiana;97789 Rodriguez Lodge;Bond Centers;5294;Apto. 1;
TRX000774;Pendiente;30-01-2025;Sí;Amber Watson;PROD415;Fine;PRC2812;Against;10.881;EUR;143.27;15.48;127.79;0.8986;BRL;12.991.591.858.964.200;1.482.806.448.194.540;Marketplace;12.266.716.227.734.300;766.792.357.205.672;2.739.066.636.563.570;CLP;1.97;0.34;0.92;;Web;SRC-2776;SCK-0123;Efectivo;Único;8;10;12-06-2021;CUP-2575;0;2;William Smith;wdalton@example.net;Guernsey;343.897.3847x1845;30212918-2;25666;Leefort;Florida;12980 Stephanie Stravenue Apt. 026;Jesse Burg;4548;Apto. 11;@benjamin74
TRX000775;Completada;19-03-2023;Sí;Megan Moore;PROD968;Claim;PRC2352;Parent;0.9289;USD;154.46;27.27;127.19;10.101;USD;12.863.398.909.960.500;15.889.246.478.694.000;Online;11.924.171.783.730.800;6.756.565.242.989.640;29.111.665.754.643.300;EUR;0.59;0.83;1.21;Douglas Wu;Web;SRC-6547;SCK-6316;Efectivo;Único;2;8;08-11-2023;CUP-4559;30;2;Amy Cruz;michaeladkins@example.com;Cayman Islands;4.728.466.762;76174790-4;47118;Sheilaberg;Maine;059 Green Drive;Roberts Mission;9835;;@bennettjerome
TRX000776;Pendiente;04-11-2020;No;Toni Mcintosh;PROD718;Among;PRC4439;Run;0.9899;CLP;61.57;8.93;52.64;0.9585;USD;5.440.833.457.538.280;8.012.222.370.760.120;Presencial;5.144.776.529.318.220;6.844.970.378.334.660;5.903.402.878.052.950;CLP;4.87;0.12;0.46;Donna Christensen;Web;SRC-8973;SCK-1160;PayPal;Recurrente;1;3;04-04-2021;CUP-6539;1;4;Cathy Davis;joshua24@example.org;Bermuda;(504)737-9086x808;85583645-4;83554;Watsonmouth;Oregon;2542 Jessica Vista Suite 368;Laura Islands;1561;;@lrobertson
TRX000777;Completada;28-04-2025;Sí;Kelsey Brown;PROD288;Room;PRC6596;Voice;0.9721;BRL;14.467.000.000.000.000;17.38;127.29;0.8585;EUR;12.954.692.924.033.100;15.214.343.609.020.000;Presencial;12.124.804.677.253.800;0.8475262376444648;0.6179416926251102;EUR;3.65;0.06;1.48;Kelly Davidson;Tienda física;SRC-6725;SCK-3081;Tarjeta de crédito;Recurrente;10;10;19-04-2022;CUP-0867;7;1;Paula Mercado;nathan19@example.org;Philippines;(946)771-9992;23710029-5;80774;Leeland;Wyoming;7053 Bob Stravenue Apt. 613;Calvin Inlet;4681;Apto. 50;
TRX000778;Cancelada;17-06-2024;Sí;Vincent Howell;PROD391;Meet;PRC6431;Coach;0.9507;BRL;547.85;58.92;488.93;10.936;USD;49.855.373.162.694.800;5.525.366.563.085.970;Presencial;48.242.110.434.744.300;4.687.230.845.203.480;916.049.024.327.397;CLP;4.02;0.12;0.59;;App;SRC-9410;SCK-3675;Tarjeta de crédito;Único;11;8;13-10-2023;CUP-0693;13;4;Nicholas Mejia;bill17@example.org;Syrian Arab Republic;6.038.709.718;79087737-3;83990;South Laurieberg;New Hampshire;274 House Corner Apt. 069;Ruiz Center;7013;;@wheelersteven
TRX000779;Cancelada;28-09-2020;No;Jacob Lowe;PROD588;Stay;PRC9969;Information;0.822;CLP;39.846.999.999.999.900;65.64;332.83;11.189;CLP;33.349.896.469.332.400;4.136.633.152.106.530;Online;33.256.497.288.050.100;5.754.986.417.302.560;5.537.743.202.339.150;USD;1.61;0.68;0.78;;Redes sociales;SRC-6180;SCK-6108;Tarjeta de crédito;Recurrente;11;8;12-11-2025;CUP-3700;13;2;Dr. Brett Calhoun DDS;jennyjackson@example.com;Monaco;3.908.510.118;93491067-6;81240;Cameronton;Delaware;411 Perez Fall Apt. 251;Scott Dale;5494;;@william61
TRX000780;Cancelada;04-08-2022;No;Arthur Sawyer;PROD762;Again;PRC9398;Trip;0.9471;USD;386.03;40.89;345.14;11.646;CLP;3.466.931.235.986.650;39.314.471.462.037.700;Online;3.364.499.530.236.370;3.785.507.963.503.550;63.575.891.045.344.400;EUR;4.31;0.61;0.39;Robin King;App;SRC-4965;SCK-5024;Efectivo;Recurrente;4;10;19-10-2025;CUP-2182;18;2;Sandra Baker;riverasteven@example.com;Niger;902-742-4263x35231;48771320-2;2681;Davisborough;South Carolina;31867 Decker Turnpike;Ramirez Path;3987;;@gregoryreese
TRX000781;Pendiente;15-03-2023;No;Mr. Antonio Morse PhD;PROD205;Population;PRC9042;Lay;10.636;USD;15.804.999.999.999.900;20.82;137.23;11.206;BRL;14.225.204.849.209.300;17.122.411.178.743.300;Presencial;13.342.901.184.886.700;6.126.058.042.696.990;1.268.099.544.264.280;EUR;3.07;0.88;0.68;Michael Rocha;App;SRC-6676;SCK-2960;Tarjeta de crédito;Único;2;5;11-07-2024;CUP-9649;27;1;Susan Walsh;laura71@example.com;French Southern Territories;+1-554-958-4465x771;15342789-3;83811;New Regina;New Jersey;27665 Avila Place;Anderson Wall;6355;;
TRX000782;Completada;14-12-2021;No;Rebecca Pollard;PROD287;Risk;PRC5581;Focus;0.9264;EUR;228.37;25.84;202.53;0.8882;USD;2.104.601.618.692.890;23.727.232.888.844.500;Presencial;2.003.267.101.431.260;8.874.875.632.584.110;0.6361365918429296;EUR;3.53;0.31;1.5;;Redes sociales;SRC-5403;SCK-0021;PayPal;Recurrente;9;5;02-07-2025;CUP-3665;13;2;Stephanie Elliott;rachel38@example.net;China;8.234.453.356;28965754-9;83652;Lake Adam;Iowa;33761 Rachel Spring;Olson Branch;2699;Apto. 18;
TRX000783;Cancelada;04-12-2020;No;Brandon Schaefer;PROD434;Heart;PRC7276;Smile;10.135;EUR;459.98;43.05;416.93;11.435;USD;41.831.089.793.286.400;4.681.159.201.111.600;Marketplace;4.168.718.643.147.810;4.132.757.229.998.290;12.961.386.867.385.100;CLP;4.4;0.77;1.5;;Redes sociales;SRC-8162;SCK-3153;Transferencia;Único;12;6;17-06-2024;CUP-2811;0;5;Joel Bowen;kmorgan@example.org;Honduras;3.977.505.792;10981009-4;39154;North Austin;New Jersey;20656 Thomas Row Suite 380;Patrick Flat;7223;;@monicapacheco
TRX000784;Completada;07-07-2022;Sí;Martin Miller;PROD250;Employee;PRC4209;Base;0.9171;BRL;541.05;101.16;439.89;0.9846;CLP;4.456.452.802.644.850;542.508.984.483.926;Presencial;43.687.838.223.240.600;8.686.765.267.147.160;6.567.431.715.968.840;EUR;4.88;0.72;0.93;;Tienda física;SRC-0753;SCK-9871;Tarjeta de crédito;Recurrente;12;11;19-11-2021;CUP-4264;14;1;Daniel Bauer;jessica14@example.org;Madagascar;001-738-616-7428x9540;74389475-2;67124;Owenburgh;Tennessee;9798 Jacob Union Suite 554;Jessica Harbors;3336;;@davidsmith
TRX000785;Cancelada;05-12-2021;Sí;Jennifer Rodriguez;PROD810;Themselves;PRC1919;Think;11.706;EUR;278.72;46.86;231.86;0.9267;BRL;2.417.104.420.330.740;2.976.566.844.212.620;Presencial;23.041.981.724.156.600;2.430.154.770.096.230;4.447.073.761.009.250;BRL;3.95;0.45;0.79;Joseph Mcbride;App;SRC-5390;SCK-5798;Transferencia;Recurrente;4;1;28-06-2022;CUP-2692;2;2;Cindy Knight;sarasimon@example.org;Antigua and Barbuda;001-525-353-9525x6377;25245870-1;29452;Lake Lisaland;New Hampshire;73358 Robert Hill Apt. 151;Patterson Inlet;2483;;
TRX000786;Cancelada;26-12-2021;Sí;Stacey Alvarez;PROD309;Lot;PRC4481;Work;0.9691;BRL;42.728.999.999.999.900;64.47;362.82;10.703;BRL;3.655.042.177.008.460;4.373.575.958.272.970;Online;35.894.301.745.883.300;25.312.727.520.789.800;9.646.896.635.716.990;USD;4.72;0.69;1.21;Franklin Sutton;Web;SRC-9358;SCK-9105;Transferencia;Recurrente;1;6;29-03-2025;CUP-4825;21;3;Nathan Webb;mhartman@example.net;Slovakia (Slovak Republic);8.169.120.992;84277515-3;52538;Tylerton;Vermont;506 Gilbert Cove Apt. 856;Cunningham Harbor;9939;Apto. 19;
TRX000787;Completada;19-11-2021;Sí;Roberto Young;PROD367;Bit;PRC7055;Space;11.054;CLP;33.515.999.999.999.900;31.46;303.7;11.632;USD;31.287.226.883.912.800;35.486.743.348.754.500;Presencial;30.090.068.264.244.000;7.151.922.869.231.060;0.5199857140872344;CLP;4.21;0.97;1.75;Anita James;Tienda física;SRC-8540;SCK-2621;PayPal;Recurrente;2;8;03-07-2023;CUP-6036;25;5;David Wood;piercemichelle@example.org;Nepal;+1-616-656-1307x39871;54430074-5;89035;Rojasfort;Maine;465 Walter Court;Sanchez Throughway;984;;@nicolewalker
TRX000788;Pendiente;09-05-2024;Sí;Michele Gonzalez;PROD378;Go;PRC4964;Loss;0.8255;BRL;31.378.000.000.000.000;47.06;266.72;0.954;EUR;2.740.025.312.417.220;32.655.844.663.818.600;Online;26.636.277.682.558.800;25.528.089.432.461.000;0.6813772068359791;USD;4.25;0.19;1.27;Julie Wagner;App;SRC-6607;SCK-0250;Efectivo;Recurrente;8;6;17-03-2023;CUP-6660;16;1;Laura Nunez;robertsonmichael@example.org;Japan;406-889-6553;47414124-0;88892;Jameschester;North Dakota;359 Williams Avenue Apt. 820;Garcia Roads;3230;;@amandaarnold
TRX000789;Completada;23-05-2023;Sí;Lauren Davidson;PROD722;Me;PRC1609;Beat;0.8619;BRL;257.39;49.77;207.62;11.161;CLP;21.209.378.680.929.400;2.650.186.635.222.780;Presencial;20.274.941.734.188.800;8.156.417.492.836.930;54.891.485.916.274.800;USD;2.68;0.1;0.19;Katie Johnston;Redes sociales;SRC-3819;SCK-8792;Efectivo;Recurrente;2;2;16-09-2021;CUP-5018;18;4;Julie Cox;ggarner@example.net;Antigua and Barbuda;567.452.2624x91528;81665177-3;10684;North Megan;Wyoming;9313 Taylor Underpass Suite 625;Jensen Overpass;6315;Apto. 29;
TRX000790;Completada;18-07-2022;No;Brandon Stone;PROD649;Care;PRC4397;Full;0.95;EUR;406.09;46.81;359.28;0.9426;CLP;3.634.182.321.019.220;4.100.741.243.862.850;Marketplace;3.545.150.960.023.860;0.41684424276777765;3.208.475.773.396.900;EUR;2.4;0.44;0.3;Shawn Garrett;Tienda física;SRC-5163;SCK-9172;Transferencia;Único;10;11;09-08-2023;CUP-5483;24;5;Joseph Oneill;justinyoung@example.com;Anguilla;9.347.607.496;74465448-2;15561;Robinsonside;Texas;25588 Mullen Harbors;Rachel Keys;2673;;@robinsoncameron
